X,Y,LabSampleId,SiteCode,CocSampleId,SampleType,LabName,LabJobName,Matrix,CollectionDate,AnalysisMethod,DilutionFactor,AnalysisDate,Duplicate,Unit,Watershed,Waterbody,LocationCode,HUC10,HUC8,Project,Description,AdditionalDescription,VisitID,SampleDepth,Longitude,Latitude,CAS307244_PFHxA,CAS307244_PFHxAFlag,CAS307244_PFHxAMdl,CAS307244_PFHxARl,CAS307551_PFDoA,CAS307551_PFDoAFlag,CAS307551_PFDoAMdl,CAS307551_PFDoARl,CAS335671_PFOA,CAS335671_PFOAFlag,CAS335671_PFOAMdl,CAS335671_PFOARl,CAS335762_PFDA,CAS335762_PFDAFlag,CAS335762_PFDAMdl,CAS335762_PFDARl,CAS335773_PFDS,CAS335773_PFDSFlag,CAS335773_PFDSMdl,CAS335773_PFDSRl,CAS355464_PFHxS,CAS355464_PFHxSFlag,CAS355464_PFHxSMdl,CAS355464_PFHxSRl,CAS356025_33FTCA,CAS356025_33FTCAFlag,CAS356025_33FTCAMdl,CAS356025_33FTCARl,CAS375224_PFBA,CAS375224_PFBAFlag,CAS375224_PFBAMdl,CAS375224_PFBARl,CAS375735_PFBS,CAS375735_PFBSFlag,CAS375735_PFBSMdl,CAS375735_PFBSRl,CAS375859_PFHpA,CAS375859_PFHpAFlag,CAS375859_PFHpAMdl,CAS375859_PFHpARl,CAS375928_PFHpS,CAS375928_PFHpSFlag,CAS375928_PFHpSMdl,CAS375928_PFHpSRl,CAS375951_PFNA,CAS375951_PFNAFlag,CAS375951_PFNAMdl,CAS375951_PFNARl,CAS376067_PFTeA,CAS376067_PFTeAFlag,CAS376067_PFTeAMdl,CAS376067_PFTeARl,CAS646833_PFecHS,CAS646833_PFecHSFlag,CAS646833_PFecHSMdl,CAS646833_PFecHSRl,CAS754916_PFOSA,CAS754916_PFOSAFlag,CAS754916_PFOSAMdl,CAS754916_PFOSARl,CAS812704_73FTCA,CAS812704_73FTCAFlag,CAS812704_73FTCAMdl,CAS812704_73FTCARl,CAS1763231_PFOS,CAS1763231_PFOSFlag,CAS1763231_PFOSMdl,CAS1763231_PFOSRl,CAS2058948_PFUnA,CAS2058948_PFUnAFlag,CAS2058948_PFUnAMdl,CAS2058948_PFUnARl,CAS2355319_NMeFOSAA,CAS2355319_NMeFOSAAFlag,CAS2355319_NMeFOSAAMdl,CAS2355319_NMeFOSAARl,CAS2706903_PFPeA,CAS2706903_PFPeAFlag,CAS2706903_PFPeAMdl,CAS2706903_PFPeARl,CAS2706914_PFPeS,CAS2706914_PFPeSFlag,CAS2706914_PFPeSMdl,CAS2706914_PFPeSRl,CAS2991506_NEtFOSAA,CAS2991506_NEtFOSAAFlag,CAS2991506_NEtFOSAAMdl,CAS2991506_NEtFOSAARl,CAS13252136_GenX,CAS13252136_GenXFlag,CAS13252136_GenXMdl,CAS16517116_PFODA,CAS16517116_PFODAFlag,CAS16517116_PFODAMdl,CAS13252136_GenXRl,CAS16517116_PFODARl,CAS27619972_62FTS,CAS27619972_62FTSFlag,CAS27619972_62FTSMdl,CAS27619972_62FTSRl,CAS30334691_PFBSA,CAS30334691_PFBSAFlag,CAS30334691_PFBSAMdl,CAS30334691_PFBSARl,CAS39108344_82FTS,CAS39108344_82FTSFlag,CAS39108344_82FTSMdl,CAS39108344_82FTSRl,CAS41997131_PFHxSA,CAS41997131_PFHxSAFlag,CAS41997131_PFHxSAMdl,CAS41997131_PFHxSARl,CAS67905195_PFHxDA,CAS67905195_PFHxDAFlag,CAS67905195_PFHxDAMdl,CAS67905195_PFHxDARl,CAS68259121_PFNS,CAS68259121_PFNSFlag,CAS68259121_PFNSMdl,CAS68259121_PFNSRl,CAS72629948_PFTriA,CAS72629948_PFTriAFlag,CAS72629948_PFTriAMdl,CAS72629948_PFTriARl,CAS756426581_F53BMajor,CAS756426581_F53BMajorFlag,CAS756426581_F53BMajorMdl,CAS756426581_F53BMajorRl,CAS757124724_42FTS,CAS757124724_42FTSFlag,CAS757124724_42FTSMdl,CAS757124724_42FTSRl,CAS763051929_F53BMinor,CAS763051929_F53BMinorFlag,CAS763051929_F53BMinorMdl,CAS763051929_F53BMinorRl,CAS914637493_53FTCA,CAS914637493_53FTCAFlag,CAS914637493_53FTCAMdl,CAS914637493_53FTCARl,CAS919005144_ADONA,CAS919005144_ADONAFlag,CAS919005144_ADONAMdl,CAS919005144_ADONARl,CreatedUser,CreatedDate,LastEditedUser,LastEditedDate,GlobalID,OBJECTID
561593.357672892,197899.007731347,HC-0200,25-HC-0040,HC-0200,,Vista,2110181,H20,2021/10/12 00:00:00+00,EPA-537M,1,2021/10/29 00:00:00+00,1,ng/L,Kalamazoo,Helmer Creek,HC-0040,0405000305,04050003,Investigative,Beaver Dam Pond,,2021223,,-85.25118251,42.32911147,29.5,,1.09,4.35,1.09,K,1.09,4.35,19.5,,1.09,4.35,1.09,K,1.09,4.35,1.09,K,1.09,4.35,109,,1.09,4.35,,,,,10.4,,1.09,4.35,8.42,,1.09,4.35,11.8,,1.09,4.35,2.2,"J, Q",1.09,4.35,4.18,J,1.09,4.35,1.09,K,1.09,4.35,1.09,K,1.09,4.35,1.09,K,1.09,4.35,,,,,111,,1.09,4.35,1.09,K,1.09,4.35,1.09,K,1.09,4.35,29.9,,1.09,4.35,9.52,,1.09,4.35,1.09,K,1.09,4.35,1.09,K,1.09,,,,4.35,,1.09,K,1.09,4.35,,,,,1.09,K,1.09,4.35,,,,,,,,,1.09,K,1.09,4.35,1.09,K,1.09,4.35,1.09,K,1.09,4.35,1.09,K,1.09,4.35,1.09,K,1.09,4.35,,,,,1.09,K,1.09,4.35,,,,,{74C42AE1-F2C8-467A-A598-2A616EA90627},730
534814.386594578,191584.775257677,PC-0050,25-PC-0050,PC-0050,,Vista Analytical,2001550,H20,2020/07/21 00:00:00+00,EPA-537M,1,2020/08/06 00:00:00+00,1,ng/L,Kalamazoo,Portage Creek,PC-0050,0405000306,04050003,Investigative,Reed Ave,,2020203,,-85.57660223,42.27404059,1.66,J,1.38,2.02,1.38,K,1.38,2.02,2.02,,1.38,2.02,1.38,K,1.38,2.02,1.38,K,1.38,2.02,2.18,,1.38,2.02,,,,,1.86,J,1.38,2.02,4.17,,1.38,2.02,1.38,K,1.38,2.02,1.38,K,1.38,2.02,1.38,K,1.38,2.02,1.38,K,1.38,2.02,,,,,1.38,K,1.38,2.02,,,,,2.11,,1.38,2.02,1.38,K,1.38,2.02,1.38,K,1.38,2.02,2.28,,1.38,2.02,1.38,K,1.38,2.02,1.38,K,1.38,2.02,2.43,K,2.43,,,,3.02,,1.38,K,1.38,2.02,,,,,1.38,K,1.38,2.02,,,,,,,,,1.95,K,1.95,2.02,1.38,K,1.38,2.02,1.38,K,1.38,2.02,1.38,K,1.38,2.02,1.38,K,1.38,2.02,,,,,1.38,K,1.38,2.02,,,,,{E33DDFC3-85E2-41D9-8DA3-67FF758B34BA},731
535119.957159135,197055.323129498,320-41985-44,25-PPD2-0030,,,TestAmerica,,Water,2018/08/07 00:00:00+00,537 (modified),1,2018/08/21 00:00:00+00,1,ng/L,Kalamazoo,SW Outfall,PPD2-0030,0405000306,04050003,Investigative,"Parchment storm water outfall 5; not flowing; river s",,2018100,,-85.572529,42.323288,3.8,,0.49,1,0.47,K,0.47,1,4.7,,0.72,1,0.26,K,0.26,1,0.27,K,0.27,1,3.7,B,0.14,1,,,,,2.7,,0.3,1,1.7,,0.17,1,1,J,0.21,1.8,0.24,J,0.16,1,0.72,J,0.23,1,0.25,K,0.25,1,,,,,0.32,J,0.3,1,,,,,10,B,0.46,1,0.94,K,0.94,1,2.6,K,2.6,17,4.6,,0.42,1,0.52,J,0.26,1,1.6,K,1.6,17,,,,,,,,,1.7,K,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.14,K,0.14,1,1.1,K,1.1,1.8,,,,,4.4,K,4.4,17,,,,,,,,,,,,,,,,,{E58BD0F9-3314-4E17-B1D7-C96022534507},732
534541.560667099,198014.569158527,320-41985-36,25-PPD1-0020,,,TestAmerica,,Water,2018/08/07 00:00:00+00,537 (modified),50,2018/08/22 00:00:00+00,1,ng/L,Kalamazoo,Riparian,PPD1-0020,0405000306,04050003,Investigative,Pond near Outfall 1,,2018100,,-85.5794842,42.3319547,130,,0.59,2,0.56,K,0.56,2,2000,,43,100,6.6,,0.31,2,10,,0.32,2,200,B,0.17,2,,,,,21,B,0.35,2,30,,0.2,2,230,,0.25,2,180,,0.19,2,34,,0.27,2,0.29,K,0.29,2,,,,,1400,,18,100,,,,,9500,,27,100,1.1,K,1.1,2,31,,3.1,20,41,,0.5,2,54,,0.3,2,5100,,96,1000,,,,,,,,,2,K,2,20,,,,,2,K,2,20,,,,,,,,,35,,0.16,2,1.3,K,1.3,2,,,,,5.3,K,5.3,20,,,,,,,,,,,,,,,,,{1C6C90BC-F781-4DB2-A9BA-B853E20D1002},733
534716.096973327,197127.165816472,320-41985-38,25-KR-0120,,,TestAmerica,,Water,2018/08/07 00:00:00+00,537 (modified),1,2018/08/21 00:00:00+00,1,ng/L,Kalamazoo,Kalamazoo River,KR-0120,0405000306,04050003,Investigative,Kalamazoo River d/s of Hercules Subsurface,,2018100,,-85.577425,42.323955,2.9,,0.5,1,0.48,K,0.48,1,3.6,,0.74,1,0.48,J,0.27,1,0.28,K,0.28,1,3.7,B,0.15,1,,,,,2.7,B,0.3,1,1.7,,0.17,1,0.79,J,0.22,1,0.2,J,0.16,1,2.6,,0.23,1,0.25,K,0.25,1,,,,,0.3,K,0.3,1,,,,,15,,0.47,1,0.95,K,0.95,1,2.7,K,2.7,17,3.9,,0.43,1,0.41,J,0.26,1,3.3,J,1.6,17,,,,,,,,,1.7,K,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.14,K,0.14,1,1.1,K,1.1,1.8,,,,,4.5,K,4.5,17,,,,,,,,,,,,,,,,,{E0089E1F-6FA6-4B4E-B38F-3A07EAAC000D},734
512682.834707581,217102.845922375,320-41985-4,25-KR-0030,KR-0030R,Replicate,TestAmerica,,Water,2018/08/06 00:00:00+00,537 (modified),1,2018/08/21 00:00:00+00,2,ng/L,Kalamazoo,Kalamazoo River,KR-0030,0405000309,04050003,Investigative,Kalamazoo River at Williams Bridge Rd,,2018100,,-85.844237,42.504603,2.9,,0.53,1,0.5,K,0.5,1,4.7,,0.78,1,0.28,K,0.28,1,0.29,K,0.29,1,3,B,0.16,1,,,,,2.4,,0.32,1,1.8,,0.18,1,1.1,J,0.23,1.8,0.18,J,0.17,1,0.77,J,0.25,1,0.27,K,0.27,1,,,,,3.3,,0.32,1,,,,,9.3,,0.49,1,1,K,1,1.9,2.8,K,2.8,18,3.3,,0.45,1,0.45,J,0.27,1,1.9,J,1.7,18,,,,,,,,,2.3,J B,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.15,K,0.15,1,1.2,K,1.2,1.8,,,,,4.8,K,4.8,18,,,,,,,,,,,,,,,,,{C0DF13EB-0436-4B5E-8878-7E5DA289D2D0},735
559539.415716124,200291.565234434,320-41985-20,25-KR-0200,KR-0200D,Duplicate,TestAmerica,,Water,2018/08/06 00:00:00+00,537 (modified),1,2018/08/17 00:00:00+00,2,ng/L,Kalamazoo,Kalamazoo River,KR-0200,0405000305,04050003,Investigative,Kalamazoo River at Custer Drive,,2018100,,-85.275847,42.350827,6.9,,0.56,1,0.53,K,0.53,1,4.3,,0.81,1,0.37,J,0.3,1,0.31,K,0.31,1,13,B,0.16,1,,,,,5,B,0.33,1,2.4,,0.19,1,2.2,,0.24,1,0.33,J,0.18,1,1.7,J,0.26,1.9,0.28,K,0.28,1,,,,,0.33,K,0.33,1,,,,,14,,0.52,1,1.1,K,1.1,1.9,3,K,3,19,7.2,,0.47,1,1.1,J,0.29,1.9,1.8,K,1.8,19,,,,,,,,,4.5,J B,1.9,19,,,,,1.9,K,1.9,19,,,,,,,,,0.15,K,0.15,1,1.2,K,1.2,1.8,,,,,5,K,5,19,,,,,,,,,,,,,,,,,{3430903C-2C09-46F5-88EF-AF9B4C8972C9},736
534760.621128432,199674.09707661,320-41985-26,25-UTKR1-0010,,,TestAmerica,,Water,2018/08/07 00:00:00+00,537 (modified),1,2018/08/21 00:00:00+00,1,ng/L,Kalamazoo,No Name Creek,UTKR1-0010,0405000306,04050003,Investigative,Unnamed creek at confluence with Kalamazoo,,2018100,,-85.576715,42.346888,4.8,,0.49,1,0.47,K,0.47,1,15,,0.72,1,0.26,K,0.26,1,0.27,K,0.27,1,7.6,B,0.14,1,,,,,3.1,B,0.3,1,5.7,,0.17,1,2.9,,0.21,1,0.43,J,0.16,1,0.23,K,0.23,1,0.35,J B,0.25,1,,,,,0.3,K,0.3,1,,,,,13,,0.46,1,0.93,K,0.93,1,2.6,K,2.6,17,3.3,,0.41,1,1.2,J,0.25,1.9,1.6,K,1.6,17,,,,,,,,,1.7,K,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.14,K,0.14,1,1.1,K,1.1,1.8,,,,,4.4,K,4.4,17,,,,,,,,,,,,,,,,,{9CF64C51-E39E-4F78-A78B-92AC5F18CECB},737
490375.129984406,232591.875927776,240-25684-8,25-KR-0005,NEW RICHMOND 001 CENTER,,TestAmerica North Canton,240-25684-1,Water,2013/06/11 00:00:00+00,WS-LC-0025,1,2013/07/02 00:00:00+00,1,ng/L,Kalamazoo,Kalamazoo River,KR-0005,0405000309,04050003,Investigative,"New Richmond, 58th Street",,2013008,,-86.11589,42.6442,1.9,J,0.82,2.1,0.61,K,0.61,2.1,3.1,,0.78,2.1,0.46,K,0.46,2.1,1.3,K,1.3,2.1,1.3,J,0.91,2.1,,,,,3,B,0.48,2.1,0.97,J,0.96,2.1,0.88,J,0.84,2.1,0.74,K,0.74,2.1,0.68,K,0.68,2.1,0.21,K,0.21,2.1,,,,,0.66,K,0.66,2.1,,,,,6.2,,1.3,2.1,0.78,K,0.78,2.1,,,,,1.5,J,1,2.1,,,,,,,,,,,,0.7,K,0.7,,2.1,,,,,,,,,,,,,,,,,0.51,J B,0.13,2.1,,,,,0.57,K,0.57,2.1,,,,,,,,,,,,,,,,,,,,,,,,,{A3488132-1941-4663-A2D9-4361FD075F45},738
566609.017773463,197206.144715171,320-41985-17,25-BC-0010,,,TestAmerica,,Water,2018/08/06 00:00:00+00,537 (modified),1,2018/08/17 00:00:00+00,1,ng/L,Kalamazoo,Battle Creek River,BC-0010,0405000303,04050003,Investigative,Battle Creek River at pedestrian bridge,,2018100,,-85.190396,42.322434,1.1,J,0.58,2,0.55,K,0.55,2,1.1,J,0.86,2,0.31,K,0.31,2,0.32,K,0.32,2,0.94,J B,0.17,2,,,,,3.5,B,0.35,2,1.3,J,0.2,2,0.49,J,0.25,2,0.19,K,0.19,2,2.7,,0.27,2,0.29,K,0.29,2,,,,,0.35,K,0.35,2,,,,,1.9,J,0.54,2,1.1,K,1.1,2,3.1,K,3.1,20,1,J,0.49,2,0.3,K,0.3,2,1.9,K,1.9,20,,,,,,,,,6.7,J B,2,20,,,,,2,K,2,20,,,,,,,,,0.16,K,0.16,2,1.3,K,1.3,2,,,,,5.2,K,5.2,20,,,,,,,,,,,,,,,,,{F6DEC363-FBB3-4809-9A36-D31C8CF6A61C},739
561199.81561875,199706.294659022,320-41985-21,25-KR-0210,,,TestAmerica,,Water,2018/08/06 00:00:00+00,537 (modified),1,2018/08/17 00:00:00+00,1,ng/L,Kalamazoo,Kalamazoo River,KR-0210,0405000305,04050003,Investigative,Kalamazoo River at Battle Creek Linear Park,,2018100,,-85.255755,42.3454195,11,,0.57,2,0.54,K,0.54,2,7.4,,0.84,2,0.4,J,0.31,2,0.32,K,0.32,2,32,B,0.17,2,,,,,6.4,B,0.35,2,3.6,,0.2,2,3.2,,0.25,2,0.64,J,0.19,2,2,,0.27,2,0.29,K,0.29,2,,,,,0.35,K,0.35,2,,,,,47,,0.53,2,1.1,K,1.1,2,3.1,K,3.1,20,8.7,,0.48,2,3.7,,0.3,2,1.9,K,1.9,20,,,,,,,,,7.3,J B,2,20,,,,,2,K,2,20,,,,,,,,,0.16,K,0.16,2,1.3,K,1.3,2,,,,,5.1,K,5.1,20,,,,,,,,,,,,,,,,,{F8280934-70AB-48EE-B915-B5877A2FA35A},740
534572.88540185,198075.295261336,320-41985-54,25-UTKR2-0010,,,TestAmerica,,Water,2018/08/07 00:00:00+00,537 (modified),50,2018/08/21 00:00:00+00,1,ng/L,Kalamazoo,Riparian,UTKR2-0010,0405000306,04050003,Investigative,Parchment Paper Mill Culvert,,2018100,,-85.5791,42.3325,57,,0.51,1,0.48,K,0.48,1,1300,,37,88,2.2,,0.27,1,0.28,K,0.28,1,33,B,0.15,1,,,,,13,,0.31,1,14,,0.18,1,150,,0.22,1,49,,0.17,1,12,,0.24,1,0.26,K,0.26,1,,,,,160,,0.31,1,,,,,4700,B,24,88,0.97,K,0.97,1,8.6,J,2.7,18,20,,0.43,1,5.7,,0.26,1,930,,84,880,,,,,,,,,1.8,K,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.41,J,0.14,1,1.1,K,1.1,1.8,,,,,4.6,K,4.6,18,,,,,,,,,,,,,,,,,{ACC744E9-51AF-4B01-BBBA-78613B37B8BB},741
561622.000019662,197986.283856529,(240-106185-,25-HC-0020,,,Eurofins/Lancaster,2021694,Water,2018/12/20 00:00:00+00,EPA 537 Version 1.1 Modified,,2018/12/31 00:00:00+00,1,ng/l,Kalamazoo,Helmer Creek,HC-0020,0405000305,04050003,Investigative,Beaver Dam Road,Helmer Creek d-s Beaver Dam Pond,2018200,,-85.250825,42.329895,41,,0.36,1.8,0.45,K,0.45,1.8,17,,0.27,0.9,0.81,K,0.81,1.8,0.54,K,0.54,1.8,130,,0.36,1.8,,,,,10,,1.8,5.4,11,,0.27,0.9,13,,0.36,0.9,2.8,,0.36,1.8,3.1,,0.36,1.8,0.27,K,0.27,0.9,,,,,0.45,K,0.45,2.7,,,,,98,,0.36,1.8,0.36,K,0.36,1.8,0.9,K,0.9,2.7,30,,1.8,5.4,13,,0.36,1.8,0.9,K,0.9,2.7,,,,,,,,,1.9,,0.9,1.8,,,,,1.8,K,1.8,5.4,,,,,,,,,0.54,K,0.54,1.8,0.36,K,0.36,0.9,,,,,0.9,K,0.9,2.7,,,,,,,,,,,,,,,,,{2D0C9D86-D55F-4BAB-805B-DD79C27EE278},742
534701.843748201,199050.567278218,320-41985-32,25-KR-0100,,Depth Integrated,TestAmerica,,Water,2018/08/07 00:00:00+00,537 (modified),1,2018/08/21 00:00:00+00,3,ng/L,Kalamazoo,Kalamazoo River,KR-0100,0405000306,04050003,Investigative,Kalamazoo River d/s of old landfill (US of Parchment ,,2018100,Integrated,-85.57747,42.341276,3.1,,0.52,1,0.49,K,0.49,1,6.8,,0.76,1,0.28,K,0.28,1,0.29,K,0.29,1,3.4,B,0.15,1,,,,,2.5,B,0.31,1,1.5,,0.18,1.5,1.4,J,0.22,1.8,0.22,J,0.17,1,0.72,J,0.24,1,0.26,K,0.26,1,,,,,0.6,J,0.31,1,,,,,14,,0.48,1,0.98,K,0.98,1,2.8,K,2.8,18,3.3,,0.44,1,0.42,J,0.27,1,5.3,J,1.7,18,,,,,,,,,1.8,K,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1,1.2,K,1.2,1.8,,,,,4.6,K,4.6,18,,,,,,,,,,,,,,,,,{F648607D-9082-4383-869A-22BB6EBB2977},743
561593.357672892,197899.007731347,2205178-16,25-HC-0040,HEL-MID,,EGLE,2205178,H2O,2022/05/12 00:00:00+00,PFAS-8327,1,2022/05/24 00:00:00+00,1,ng/L,Kalamazoo,Helmer Creek,HC-0040,0405000305,04050003,Investigative,Beaver Dam Pond,,2022011,,-85.25118251,42.32911147,40,,0.6,2,0.4,K,0.4,2,22,,1.2,2,1.5,K,1.5,2,0.5,K,0.5,2,150,,0.6,2,,,,,13,,0.4,4,11,,0.3,2,14,,0.3,2,2.8,,0.6,2,2.8,,0.6,2,0.9,K,0.9,4,0.7,K,0.7,2,0.7,K,0.7,2,,,,,85,,0.7,2,0.9,K,0.9,2,1.1,K,1.1,2,39,,0.5,2,12,,0.9,2,0.8,K,0.8,2,0.9,K,0.9,,,,4,,1.7,J ,1,2,13,,0.6,2,0.9,K,0.9,2,15,,0.4,2,,,,,0.4,K,0.4,2,0.6,K,0.6,4,0.4,K,0.4,2,0.7,K,0.7,2,0.7,K,0.7,2,,,,,0.4,K,0.4,2,,,,,{9DCBB665-CBA9-43DF-B746-42E5E52FC315},744
534874.990143079,196900.277870953,320-41985-46,25-KR-0130,KR-0130D,Duplicate,TestAmerica,,Water,2018/08/07 00:00:00+00,537 (modified),1,2018/08/21 00:00:00+00,2,ng/L,Kalamazoo,Kalamazoo River,KR-0130,0405000306,04050003,Investigative,Kalamazoo River u/s of Hercules,,2018100,,-85.575512,42.321904,3,,0.54,1,0.51,K,0.51,1,2.2,,0.79,1,0.29,K,0.29,1,0.3,K,0.3,1,3.3,B,0.16,1,,,,,2.7,,0.33,1,1.5,,0.19,1.5,0.86,J,0.23,1,0.18,K,0.18,1,0.71,J,0.25,1,0.27,K,0.27,1,,,,,0.33,K,0.33,1,,,,,3.9,B,0.5,1,1,K,1,1.9,2.9,K,2.9,19,4.5,,0.46,1,0.36,J,0.28,1,1.8,K,1.8,19,,,,,,,,,1.9,K,1.9,19,,,,,1.9,K,1.9,19,,,,,,,,,0.15,K,0.15,1,1.2,K,1.2,1.8,,,,,4.9,K,4.9,19,,,,,,,,,,,,,,,,,{1B2A5829-45B1-437C-94B7-19414E839DB6},745
585344.437179045,191025.992897313,320-41985-13,25-KR-0270,,,TestAmerica,,Water,2018/08/06 00:00:00+00,537 (modified),1,2018/08/14 00:00:00+00,1,ng/L,Kalamazoo,Kalamazoo River,KR-0270,0405000304,04050003,Investigative,Kalamazoo River at S Kalamazoo Ave (DS Marshall Impou,,2018100,,-84.964001,42.264857,0.56,K,0.56,1,0.53,K,0.53,1,0.82,K,0.82,1,0.3,K,0.3,1,0.31,K,0.31,1,0.64,J B,0.16,1,,,,,3.7,,0.34,1,0.45,J,0.19,1,0.27,J,0.24,1,0.18,K,0.18,1,0.26,K,0.26,1,0.28,K,0.28,1,,,,,0.34,K,0.34,1,,,,,0.56,J,0.52,1,1.1,K,1.1,1.9,3,K,3,19,0.47,K,0.47,1,0.29,K,0.29,1,1.8,K,1.8,19,,,,,,,,,2.2,J B,1.9,19,,,,,1.9,K,1.9,19,,,,,,,,,0.15,K,0.15,1,1.3,K,1.3,1.8,,,,,5,K,5,19,,,,,,,,,,,,,,,,,{70AB7A4F-9288-4CAC-9DAC-427DAB2770B7},746
534716.096973327,197127.165816472,320-41985-37,25-KR-0120,,,TestAmerica,,Water,2018/08/07 00:00:00+00,537 (modified),1,2018/08/22 00:00:00+00,1,ng/L,Kalamazoo,Kalamazoo River,KR-0120,0405000306,04050003,Investigative,Kalamazoo River d/s of Hercules Subsurface,,2018100,,-85.577425,42.323955,2.8,,0.55,1,0.52,K,0.52,1,2.3,,0.8,1,0.29,K,0.29,1,0.3,K,0.3,1,3.4,B,0.16,1,,,,,2.6,B,0.33,1,1.7,,0.19,1.7,0.85,J,0.24,1,0.18,K,0.18,1,0.9,J,0.25,1,0.27,K,0.27,1,,,,,0.33,K,0.33,1,,,,,4.6,,0.51,1,1,K,1,1.9,2.9,K,2.9,19,4,,0.46,1,0.43,J,0.28,1,1.8,K,1.8,19,,,,,,,,,1.9,K,1.9,19,,,,,1.9,K,1.9,19,,,,,,,,,0.15,K,0.15,1,1.2,K,1.2,1.8,,,,,4.9,K,4.9,19,,,,,,,,,,,,,,,,,{3CF24158-D025-441F-90C9-4CF2809E3A25},747
568497.785109038,194436.362653839,320-41985-15,25-KR-0240,,,TestAmerica,,Water,2018/08/06 00:00:00+00,537 (modified),1,2018/08/15 00:00:00+00,1,ng/L,Kalamazoo,Kalamazoo River,KR-0240,0405000304,04050003,Investigative,Kalamazoo River at 294,,2018100,,-85.167823,42.297318,0.87,J,0.58,2,0.55,K,0.55,2,0.85,K,0.85,2,0.31,K,0.31,2,0.32,K,0.32,2,0.81,J B,0.17,2,,,,,1.4,J B,0.35,2,0.64,J,0.2,2,0.4,J,0.25,2,0.19,K,0.19,2,0.27,K,0.27,2,0.29,K,0.29,2,,,,,0.35,K,0.35,2,,,,,0.85,J,0.54,2,1.1,K,1.1,2,3.1,K,3.1,20,0.82,J,0.49,2,0.3,K,0.3,2,1.9,K,1.9,20,,,,,,,,,3.3,J B,2,20,,,,,2,K,2,20,,,,,,,,,0.16,K,0.16,2,1.3,K,1.3,2,,,,,5.2,K,5.2,20,,,,,,,,,,,,,,,,,{4B05F13F-44E0-43A3-8D1E-E9F251C8790C},748
524421.374369985,212496.995448258,320-41985-6,25-KR-0060,,,TestAmerica,,Water,2018/08/06 00:00:00+00,537 (modified),1,2018/08/21 00:00:00+00,1,ng/L,Kalamazoo,Kalamazoo River,KR-0060,0405000309,04050003,Investigative,Kalamazoo River at N North St,,2018100,,-85.701605,42.462798,3.5,,0.59,2,0.56,K,0.56,2,4.9,,0.87,2,0.32,K,0.32,2,0.33,K,0.33,2,2.9,B,0.17,2,,,,,2.9,,0.36,2,1.9,J,0.2,2,1.1,J,0.26,2,0.22,J,0.19,2,0.77,J,0.28,2,0.3,K,0.3,2,,,,,0.41,J,0.36,2,,,,,49,,0.55,2,1.1,K,1.1,2,3.2,K,3.2,20,3.9,,0.5,2,0.38,J,0.31,2,2.2,J,1.9,20,,,,,,,,,12,J B,2,20,,,,,2,K,2,20,,,,,,,,,0.16,K,0.16,2,1.3,K,1.3,2,,,,,5.3,K,5.3,20,,,,,,,,,,,,,,,,,{0732C2B7-A657-4AE6-8002-575C0B44008F},749
549146.582194787,203246.246125796,320-41611-2,25-GL-0001,Gull-01,,TestAmerica Sacramento,320-41611-1,Water,2018/07/26 00:00:00+00,537 (modified),1,2018/08/09 00:00:00+00,1,ng/L,Kalamazoo,Gull Lake,GL-0001,0405000305,04050003,Investigative,South,,2018220,,-85.40175,42.378211,0.74,J,0.51,1.8,0.48,K,0.48,1.8,1.4,J,0.74,1.8,0.28,J,0.27,1.8,0.28,K,0.28,1.8,1.2,J B,0.15,1.8,,,,,2.3,CI,0.31,1.8,1,J,0.18,1.8,0.52,J,0.22,1.8,0.17,K,0.17,1.8,0.57,J,0.24,1.8,0.25,K,0.25,1.8,,,,,0.31,K,0.31,1.8,,,,,1,J,0.47,1.8,0.96,K,0.96,1.8,2.7,K,2.7,18,0.48,J,0.43,1.8,0.26,K,0.26,1.8,1.7,K,1.7,18,,,,,,,,,1.8,K,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.1,K,1.1,1.8,,,,,4.6,K,4.6,18,,,,,,,,,,,,,,,,,{26E3BEFC-BBE2-4925-8609-9F63BD47CAAC},750
